article,article_txt,mtb_merch_category_level1,mtb_ah_level1_txt,mtb_ah_level2_txt,mtb_ah_level3_txt,mtb_ah_level4_txt,mtb_ah_level5_txt,mtb_ah_level6_txt,mtb_ah_level7_txt,sellin_invoiced_eur_aar
MB1064390,Cap M25612,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,738.36018352
MB1060832,Cap M25101,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,130.212912733
MB1106197,146 SOL FP/RB cap top screw VA turned,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,16.431877164
MB1061067,Cap M25170,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,442.15
MB1099256,Cap top Screw M23796,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,5.149188544
MB1105960,M21317_FP/RB_CHO_head_complete,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,522.459791136
MB1062407,Cap  M21856,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,51.935942715
MB1023725,Cap M117 Black,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,126.101977715
MB1069871,Cap M13110,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,31.913502502
MB1107634,M13426_BP_Cap_CRU_black_Pt SUB,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,21.617891294
MB1103360,Cap top screw M23878,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,3.861891408
MB1095004,Cap M25547,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,723.283997516
MB1108832,M90107_BP/RB_Cap_partl._ass._ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,144.820927773
MB1109060,CAP RB 25370 M. RING ASS PU,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,1783.67089789
MB1066506,Cap M25532,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,458.287155713
MB1116660,M25752 BP cap pre-assembled ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,79.289969055
MB1032118,CAP 75210;   145,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,43.254195023
MB1095556,Cap M25619,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,613.855940535
MB1102372,Cap M28912,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,-50.304534178
MB1037185,Cap M13106,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,19.78
MB1030205,Cap M18140,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,33.791549814
MB1069708,Cap M25534,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,198.209753718
MB1033996,Cap top screw M25101,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,61.055399752
MB1037562,Cap M13109,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,108.001985663
MB1064215,Cap M25495,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,117.316890285
MB1037184,Cap M13105,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,69.123642591
MB1103236,Cap support M28793,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,5.646418555
MB1027919,Cap M13203,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,-77.252530897
MB1110900,M23288 FP 145 Cap pre-assembled ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,125.511470737
MB1031875,Cap M117P Black,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,472.325701027
MB1106897,M25723 FP/RB Cap Support moulded_SGT,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,32.42099701
MB1031873,Cap M114P Black,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,159.610533688
MB1106551,M23885_Cap_BP_161_5N,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,495.255740895
MB1100719,Cap M25622,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,110.53982293
MB1024332,Cap M15130,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,53.101006851
MB1111181,M28815 FP/RB cap pre-assembled ASS_PRQ,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,286.134186583
MB1032466,Cap M144 Black,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,58.015573691
MB1108146,M28928 FP/RB cap preassembled_ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,40.521864532
MB1094741,Cap top Screw M23781,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,9.654728518
MB1032641,Top support M25100,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,67.236233165
MB1097618,Cap M25551,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,368.771826177
MB1102673,Cap M23267,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,88.931732404
MB1110856,M25598 BP cap pre-assembled ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,62.897886427
MB1065679,Cap complete M25704,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,26
MB1102375,Cap M28914,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,86.565657589
MB1105203,Cap M23282,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,169.97725401
MB1096042,Cap M25552,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,104.592892281
MB1033207,Cap M25100,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,80.046351382
MB1100759,Cap M23799,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,139.993563514
MB1025824,Cap top screw M162,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,41.709736039
MB1023628,Cap M147,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,6765.189732913
MB1032480,Cap M145,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,1209.006800385
MB1106494,M25639 FP SAW Carbon PP Cap ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,282.110162912
MB1023632,Cap M147,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,36.023730474
MB1106350,M25719 FP Heritage cap,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,22.105766055
MB1111291,M23568 BP MS cap pre-assembled ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,415.153326284
MB1031250,Cap M23164,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,364.074224412
MB1023630,Cap_Le Grand M161,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,1207.101832466
MB1060750,Cap M161P,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,1336.066365176
MB1107541,M23272_FP/RB_Cap_partly_assem._ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,592.10788145
MB1066501,Cap M25498,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,51.491885431
MB1106507,M23882_Cap_FP_149_5N_OFT,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,100.140412832
MB1104774,Cap  M28793,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,357.773825348
MB1065146,Cap complete M25700,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,287.927751739
MB1107630,M13427_RB_Cap_CRU_black_Pt SUB,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,47.896004585
MB1064433,Cap M21857,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,28.964185555
MB1031586,Cap M15170,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,22.395309128
MB1097620,Cap M23780,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,2895.972598954
MB1117348,M25683 FP/FL SAW UBL cap sandblasted,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,255.035149431
MB1092581,Cap M144,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,1691.806008131
MB1030313,Cap top nut M13200,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,5.710605693
MB1027917,Cap M13201,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,190.737828144
MB1024337,Cap M15240,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,28.964185555
MB1066548,Cap M28904,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,211.34814205
MB1064475,Cap M28715,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,490.864110267
MB1100347,Cap  M28783,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,101.527228365
MB1021957,Cap M28607,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,-605.905705869
MB1066426,Cap top support M28903,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,7.056418555
MB1107393,M25642 FP SAW EXM nut f.cap top BUY,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,30.592463887
MB1103377,Cap M23879,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,-47.208804428
MB1108109,M28811_FP/RB_Cap_with_Signature_EMO,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,653.864532633
MB1061821,SAW Resin FP cap top screw turned,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,99.649059033
MB1098482,Cap top nut M144,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,559.152813299
MB1069346,Cap M25615,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,656.090094109
MB1111287,M23371 BP/RB cap pre-ass. ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,271.063673964
MB1030307,Cap top nut M13100,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,12.546485679
MB1024336,Cap M15230,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,32.836666574
MB1100469,MS BP cap top screw turned,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,254.441566205
MB1065007,Cap M25500,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,139.895152265
MB1024334,Cap M15140,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,17.700335617
MB1106353,M25719 FP screw f. cap top complete ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,6.585869149
MB1068442,Cap M100284,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,353.419332038
MB1097832,Cap M25578,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,371.495723754
MB1104303,Cap M25634,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,194.449869058
MB1098205,Cap M25625,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,2091.032629602
MB1106555,M23886_Cap_FP_145_5N,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,351.135928068
MB1106531,M23883_Cap_FP_147_5N_OFT,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,326.723372074
MB1126483,145 FP/BP cap Au2N turned/polished,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,1968.165056005
MB1032489,Cap M146P,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,4879.203325583
MB1034020,Top support M25101,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,98.74333489
MB1062670,Cap M25370,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,190.256808857
MB1024854,Cap M145,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,42.529457036
MB1110940,M23289 BP/RB cap pre-assembled ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,-660.916427311
MB1098002,Cap  M28908,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,126.893398829
MB1110252,M25800 FP cap turned polished,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,1914.477475664
MB1063518,SAW Resin BP cap top screw BUY,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,139.691026279
MB1037206,Cap M13205,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,70.801342468
MB1110398,"M25722 BP Cap, complete ASS",,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,973.326767394
MB1062648,Cap M23366,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,325.819539146
MB1023752,Cap M114,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,28.964185554
MB1027916,Cap M13104,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,22.92
MB1023306,Cap M161,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,239.32214197
MB1034191,Cap M23564,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,182.5
MB1094886,Cap M28774,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,162.200633799
MB1037529,Cap M15231,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,24.136821296
MB1107983,M13433_RB_Cap_CRU_blue_Pt,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,52.38
MB1097558,Cap top Screw M28908,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP OTHER,CAP OTHER,3.199687542
MBMX002QLM,SPG BAR RGT NIV1 EC=21.0 DC=1.5,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,SPRING BAR,44.182428394
MBMX0002MF,SPG BAR RGT NIVA 1 EC=19 DC=1.8,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,SPRING BAR,21.054214346
MBMXE03N3J,SPG BAR GALB NIV1 EC=19.0 DC=1.5,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,SPRING BAR,17.67
